epoch,loss,train_acc,val_acc,train_f1,val_f1
1,0.2653074562549591,0.8507080078125,0.846079380445305,0.8254602540316825,0.8199320498301246
2,0.20379507541656494,0.9013671875,0.9012584704743466,0.8954721862871927,0.8971774193548387
3,0.09513766318559647,0.9498291015625,0.9545014520813165,0.947489459563051,0.9528585757271816
4,0.07871590554714203,0.96484375,0.9670861568247822,0.9629152716971414,0.9655172413793104
5,0.071345254778862,0.9713134765625,0.9690222652468539,0.9697593617295072,0.9673469387755103
6,0.06836237758398056,0.9754638671875,0.9709583736689255,0.9741012756088133,0.9693877551020408
7,0.06702622771263123,0.9765625,0.9719264278799613,0.9752513534416086,0.9704383282364933
8,0.06637617200613022,0.9775390625,0.9738625363020329,0.9762764311500773,0.9724770642201835
9,0.06605327874422073,0.9781494140625,0.972894482090997,0.9769181173436493,0.9714867617107943
10,0.06589291244745255,0.978271484375,0.972894482090997,0.9770441062677327,0.9714867617107943
11,0.06581288576126099,0.978515625,0.972894482090997,0.977302037657983,0.9714867617107943
12,0.06577285379171371,0.978515625,0.972894482090997,0.977302037657983,0.9714867617107943
13,0.0657527893781662,0.978515625,0.972894482090997,0.977302037657983,0.9714867617107943
14,0.06574279814958572,0.978515625,0.972894482090997,0.977302037657983,0.9714867617107943
15,0.06573782116174698,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
16,0.0657353475689888,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
17,0.06573408842086792,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
18,0.06573349982500076,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
19,0.06573323160409927,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
20,0.06573310494422913,0.9786376953125,0.972894482090997,0.9774280923513479,0.9714867617107943
